lexeme,stem,class
platicar,platic,ar-regular
plegar,pleg,ar-ie
poblar,pobl,ar-ue
podar,pod,ar-regular
polarizar,polariz,ar-regular
polemizar,polemiz,ar-regular
politizar,politiz,ar-regular
ponderar,ponder,ar-regular
pontificar,pontific,ar-regular
popar,pop,ar-regular
popularizar,populariz,ar-regular
pormenorizar,pormenoriz,ar-regular
portar,port,ar-regular
posar,pos,ar-regular
posesionar,posesion,ar-regular
posibilitar,posibilit,ar-regular
posicionar,posizion,ar-regular
postergar,posterg,ar-regular
postrar,postr,ar-regular
postular,postul,ar-regular
potar,pot,ar-regular
potenciar,potenzi,ar-regular
practicar,practic,ar-regular
precintar,prezint,ar-regular
precipitar,prezipit,ar-regular
precisar,prezis,ar-regular
preconizar,preconiz,ar-regular
predestinar,predestin,ar-regular
predeterminar,predetermin,ar-regular
predicar,predic,ar-regular
predominar,predomin,ar-regular
prefabricar,prefabric,ar-regular
prefigurar,prefigur,ar-regular
prefijar,prefij,ar-regular
pregonar,pregon,ar-regular
preguntar,pregunt,ar-regular
preludiar,preludi,ar-regular
premeditar,premedit,ar-regular
premiar,premi,ar-regular
prendar,prend,ar-regular
prensar,prens,ar-regular
preocupar,preocup,ar-regular
preparar,prepar,ar-regular
presagiar,presaji,ar-regular
presenciar,presenzi,ar-regular
presentar,present,ar-regular
preservar,preserb,ar-regular
presionar,presion,ar-regular
prestar,prest,ar-regular
prestigiar,prestiji,ar-regular
presupuestar,presupuest,ar-regular
presurizar,presuriz,ar-regular
pretextar,pretext,ar-regular
prevaricar,prebaric,ar-regular
pringar,pring,ar-regular
privar,prib,ar-regular
privatizar,pribatiz,ar-regular
privilegiar,pribileji,ar-regular
probar,prob,ar-ue
procesar,prozes,ar-regular
proclamar,proclam,ar-regular
procrear,procre,ar-regular
procurar,procur,ar-regular
prodigar,prodig,ar-regular
profanar,profan,ar-regular
profesar,profes,ar-regular
profundizar,profundiz,ar-regular
programar,program,ar-regular
progresar,progres,ar-regular
proliferar,prolifer,ar-regular
prolongar,prolong,ar-regular
promediar,promedi,ar-regular
promocionar,promozion,ar-regular
promulgar,promulg,ar-regular
pronosticar,pronostic,ar-regular
pronunciar,pronunzi,ar-regular
propagar,propag,ar-regular
propiciar,propizi,ar-regular
propinar,propin,ar-regular
proporcionar,proporzion,ar-regular
propugnar,propugn,ar-regular
propulsar,propuls,ar-regular
prorrogar,proRog,ar-regular
prospectar,prospect,ar-regular
prosperar,prosper,ar-regular
protagonizar,protagoniz,ar-regular
protestar,protest,ar-regular
provocar,proboc,ar-regular
proyectar,proLect,ar-regular
publicar,public,ar-regular
publicitar,publizit,ar-regular
pugnar,pugn,ar-regular
pujar,puj,ar-regular
pulsar,puls,ar-regular
pulular,pulul,ar-regular
pulverizar,pulberiz,ar-regular
puntualizar,puntualiz,ar-regular
puntuar,puntu,ar-regular
punzar,punz,ar-regular
purgar,purg,ar-regular
purificar,purific,ar-regular
purpurar,purpur,ar-regular
putear,pute,ar-regular
quebrantar,cebrant,ar-regular
quebrar,cebr,ar-ie
quedar,ced,ar-regular
quemar,cem,ar-regular
quitar,cit,ar-regular
rabiar,Rabi,ar-regular
racionalizar,Razionaliz,ar-regular
racionar,Razion,ar-regular
radiar,Radi,ar-regular
radicalizar,Radicaliz,ar-regular
radicar,Radic,ar-regular
radiografiar,Radiografi,ar-regular
rajar,Raj,ar-regular
rallar,RaL,ar-regular
ranchar,RanC,ar-regular
rapar,Rap,ar-regular
raptar,Rapt,ar-regular
rascar,Rasc,ar-regular
rasgar,Rasg,ar-regular
raspar,Rasp,ar-regular
rastrear,Rastre,ar-regular
rasurar,Rasur,ar-regular
ratificar,Ratific,ar-regular
rayar,RaL,ar-regular
razonar,Razon,ar-regular
reaccionar,Reaczion,ar-regular
reactivar,Reactib,ar-regular
readaptar,Readapt,ar-regular
reafirmar,Reafirm,ar-regular
reagrupar,Reagrup,ar-regular
reajustar,Reajust,ar-regular
realizar,Realiz,ar-regular
realzar,Realz,ar-regular
reanimar,Reanim,ar-regular
reanudar,Reanud,ar-regular
rearmar,Rearm,ar-regular
reasegurar,Reasegur,ar-regular
reavivar,Reabib,ar-regular
rebajar,Rebaj,ar-regular
rebasar,Rebas,ar-regular
rebotar,Rebot,ar-regular
rebozar,Reboz,ar-regular
rebrotar,Rebrot,ar-regular
rebuscar,Rebusc,ar-regular
recabar,Recab,ar-regular
recalar,Recal,ar-regular
recalcar,Recalc,ar-regular
recalentar,Recalent,ar-ie
recapacitar,Recapazit,ar-regular
recapitular,Recapitul,ar-regular
recargar,Recarg,ar-regular
recatar,Recat,ar-regular
recaudar,Recaud,ar-regular
recelar,Rezel,ar-regular
recepcionar,Rezepzion,ar-regular
recesar,Rezes,ar-regular
recetar,Rezet,ar-regular
rechazar,ReCaz,ar-regular
rechinar,ReCin,ar-regular
reciclar,Rezicl,ar-regular
recitar,Rezit,ar-regular
reclamar,Reclam,ar-regular
reclutar,Reclut,ar-regular
recobrar,Recobr,ar-regular
recolectar,Recolect,ar-regular
recomendar,Recomend,ar-ie
recompensar,Recompens,ar-regular
reconcentrar,Reconzentr,ar-regular
reconciliar,Reconzili,ar-regular
reconfortar,Reconfort,ar-regular
reconquistar,Reconcist,ar-regular
reconsiderar,Reconsider,ar-regular
recopilar,Recopil,ar-regular
recordar,Record,ar-ue
recortar,Recort,ar-regular
recostar,Recost,ar-ue
recrear,Recre,ar-regular
recriminar,Recrimin,ar-regular
rectificar,Rectific,ar-regular
recuperar,Recuper,ar-regular
recusar,Recus,ar-regular
redactar,Redact,ar-regular
redoblar,Redobl,ar-regular
redondear,Redonde,ar-regular
redundar,Redund,ar-regular
reeditar,Reedit,ar-regular
reembolsar,Reembols,ar-regular
reemplazar,Reemplaz,ar-regular
reestructurar,Reestructur,ar-regular
refinar,Refin,ar-regular
reflejar,Reflej,ar-regular
reflexionar,Reflexion,ar-regular
reformar,Reform,ar-regular
reforzar,Reforz,ar-ue
refractar,Refract,ar-regular
refrendar,Refrend,ar-regular
refrescar,Refresc,ar-regular
refrigerar,Refrijer,ar-regular
refutar,Refut,ar-regular
regalar,Regal,ar-regular
regar,Reg,ar-ie
regatear,Regate,ar-regular
regenerar,Rejener,ar-regular
regentar,Rejent,ar-regular
registrar,Rejistr,ar-regular
reglamentar,Reglament,ar-regular
regocijar,Regozij,ar-regular
regresar,Regres,ar-regular
regular,Regul,ar-regular
regularizar,Regulariz,ar-regular
rehabilitar,Reabilit,ar-regular
rehusar,Reus,ar-regular
reinar,Rein,ar-regular
reincorporar,Reincorpor,ar-regular
reingresar,Reingres,ar-regular
reinicializar,Reinizializ,ar-regular
reiniciar,Reinizi,ar-regular
reinsertar,Reinsert,ar-regular
reintegrar,Reintegr,ar-regular
reiterar,Reiter,ar-regular
reivindicar,Reibindic,ar-regular
relacionar,Relazion,ar-regular
relajar,Relaj,ar-regular
relanzar,Relanz,ar-regular
relatar,Relat,ar-regular
relegar,Releg,ar-regular
relevar,Releb,ar-regular
rellenar,ReLen,ar-regular
remachar,RemaC,ar-regular
remar,Rem,ar-regular
remarcar,Remarc,ar-regular
rematar,Remat,ar-regular
remediar,Remedi,ar-regular
remendar,Remend,ar-ie
remolcar,Remolc,ar-regular
remontar,Remont,ar-regular
remozar,Remoz,ar-regular
remplazar,Remplaz,ar-regular
remunerar,Remuner,ar-regular
renegar,Reneg,ar-ie
renovar,Renob,ar-ue
rentar,Rent,ar-regular
renunciar,Renunzi,ar-regular
reorganizar,Reorganiz,ar-regular
reparar,Repar,ar-regular
repasar,Repas,ar-regular
repatriar,Repatri,ar-regular
repensar,Repens,ar-ie
replantear,Replante,ar-regular
replegar,Repleg,ar-ie
replicar,Replic,ar-regular
repoblar,Repobl,ar-ue
reportar,Report,ar-regular
reposar,Repos,ar-regular
represar,Repres,ar-regular
representar,Represent,ar-regular
reprobar,Reprob,ar-ue
reprochar,ReproC,ar-regular
reptar,Rept,ar-regular
repudiar,Repudi,ar-regular
repugnar,Repugn,ar-regular
repuntar,Repunt,ar-regular
requemar,Recem,ar-regular
requisar,Recis,ar-regular
resacar,Resac,ar-regular
resaltar,Resalt,ar-regular
resbalar,Resbal,ar-regular
rescatar,Rescat,ar-regular
reservar,Reserb,ar-regular
resfriar,Resfri,ar-regular
resguardar,Resguard,ar-regular
residenciar,Residenzi,ar-regular
resignar,Resign,ar-regular
resonar,Reson,ar-ue
respaldar,Respald,ar-regular
respectar,Respect,ar-regular
respetar,Respet,ar-regular
respirar,Respir,ar-regular
responsabilizar,Responsabiliz,ar-regular
restar,Rest,ar-regular
restaurar,Restaur,ar-regular
restregar,Restreg,ar-ie
resucitar,Resuzit,ar-regular
resultar,Result,ar-regular
retar,Ret,ar-regular
retardar,Retard,ar-regular
retirar,Retir,ar-regular
retocar,Retoc,ar-regular
retomar,Retom,ar-regular
retornar,Retorn,ar-regular
retractar,Retract,ar-regular
retrasar,Retras,ar-regular
retratar,Retrat,ar-regular
revalidar,Rebalid,ar-regular
revalorar,Rebalor,ar-regular
revalorizar,Rebaloriz,ar-regular
revaluar,Rebalu,ar-regular
revelar,Rebel,ar-regular
reventar,Rebent,ar-ie
reverenciar,Reberenzi,ar-regular
revisar,Rebis,ar-regular
revistar,Rebist,ar-regular
revitalizar,Rebitaliz,ar-regular
revocar,Reboc,ar-regular
revolcar,Rebolc,ar-ue
revolear,Rebole,ar-regular
revolucionar,Reboluzion,ar-regular
rezagar,Rezag,ar-regular
rezar,Rez,ar-regular
ribetear,Ribete,ar-regular
ridiculizar,Ridiculiz,ar-regular
rifar,Rif,ar-regular
rizar,Riz,ar-regular
robar,Rob,ar-regular
roblar,Robl,ar-regular
rociar,Rozi,ar-regular
rodar,Rod,ar-ue
rodear,Rode,ar-regular
rogar,Rog,ar-ue
rolar,Rol,ar-regular
roncar,Ronc,ar-regular
rondar,Rond,ar-regular
rotar,Rot,ar-regular
rotular,Rotul,ar-regular
roturar,Rotur,ar-regular
rozar,Roz,ar-regular
rubricar,Rubric,ar-regular
rumbear,Rumbe,ar-regular
saborear,sabore,ar-regular
sabotear,sabote,ar-regular
sacar,sac,ar-regular
sacramentar,sacrament,ar-regular
sacrificar,sacrific,ar-regular
salar,sal,ar-regular
saldar,sald,ar-regular
salpicar,salpic,ar-regular
saltar,salt,ar-regular
saltear,salte,ar-regular
saludar,salud,ar-regular
salvaguardar,salbaguard,ar-regular
salvar,salb,ar-regular
sanar,san,ar-regular
sancionar,sanzion,ar-regular
sanear,sane,ar-regular
sangrar,sangr,ar-regular
santiguar,santigu,ar-regular
saquear,sace,ar-regular
saturar,satur,ar-regular
secar,sec,ar-regular
secretar,secret,ar-regular
secuenciar,secuenzi,ar-regular
secuestrar,secuestr,ar-regular
secundar,secund,ar-regular
sedimentar,sediment,ar-regular
segar,seg,ar-ie
segmentar,segment,ar-regular
segregar,segreg,ar-regular
seleccionar,seleczion,ar-regular
sellar,seL,ar-regular
sembrar,sembr,ar-ie
sensibilizar,sensibiliz,ar-regular
sentar,sent,ar-ie
sentenciar,sentenzi,ar-regular
separar,separ,ar-regular
sepultar,sepult,ar-regular
serenar,seren,ar-regular
seriar,seri,ar-regular
serrar,seR,ar-ie
sesgar,sesg,ar-regular
signar,sign,ar-regular
significar,signific,ar-regular
silbar,silb,ar-regular
silenciar,silenzi,ar-regular
simbolizar,simboliz,ar-regular
simpatizar,simpatiz,ar-regular
simplificar,simplific,ar-regular
simular,simul,ar-regular
sincronizar,sincroniz,ar-regular
sindicalizar,sindicaliz,ar-regular
sindicar,sindic,ar-regular
sintetizar,sintetiz,ar-regular
sintonizar,sintoniz,ar-regular
sitiar,siti,ar-regular
situar,situ,ar-regular
sobar,sob,ar-regular
sobornar,soborn,ar-regular
sobrar,sobr,ar-regular
sobrealimentar,sobrealiment,ar-regular
sobrecargar,sobrecarg,ar-regular
sobrellevar,sobreLeb,ar-regular
sobrepasar,sobrepas,ar-regular
sobresaltar,sobresalt,ar-regular
sobrevolar,sobrebol,ar-ue
socavar,socab,ar-regular
socializar,sozializ,ar-regular
sofocar,sofoc,ar-regular
solapar,solap,ar-regular
soldar,sold,ar-ue
solear,sole,ar-regular
solemnizar,solemniz,ar-regular
solfear,solfe,ar-regular
solicitar,solizit,ar-regular
solidificar,solidific,ar-regular
soliviantar,solibiant,ar-regular
soltar,solt,ar-ue
solucionar,soluzion,ar-regular
solventar,solbent,ar-regular
sombrear,sombre,ar-regular
sonar,son,ar-ue
sondar,sond,ar-regular
sonrojar,sonroj,ar-regular
sopesar,sopes,ar-regular
soplar,sopl,ar-regular
soportar,soport,ar-regular
sortear,sorte,ar-regular
sosegar,soseg,ar-ie
soslayar,soslaL,ar-regular
sospechar,sospeC,ar-regular
suavizar,suabiz,ar-regular
subastar,subast,ar-regular
subestimar,subestim,ar-regular
sublevar,subleb,ar-regular
sublimar,sublim,ar-regular
subordinar,subordin,ar-regular
subrayar,subraL,ar-regular
subsanar,subsan,ar-regular
subvencionar,subbenzion,ar-regular
sudar,sud,ar-regular
sufragar,sufrag,ar-regular
suicidar,suizid,ar-regular
sujetar,sujet,ar-regular
sulfatar,sulfat,ar-regular
sulfurar,sulfur,ar-regular
sumar,sum,ar-regular
suministrar,suministr,ar-regular
supeditar,supedit,ar-regular
superar,super,ar-regular
supervisar,superbis,ar-regular
suplicar,suplic,ar-regular
surcar,surc,ar-regular
suscitar,suszit,ar-regular
suspirar,suspir,ar-regular
sustantivar,sustantib,ar-regular
sustentar,sustent,ar-regular
susurrar,susuR,ar-regular
suturar,sutur,ar-regular
tabular,tabul,ar-regular
tacar,tac,ar-regular
tachar,taC,ar-regular
taconear,tacone,ar-regular
tajar,taj,ar-regular
taladrar,taladr,ar-regular
talar,tal,ar-regular
tallar,taL,ar-regular
tambalear,tambale,ar-regular
tantear,tante,ar-regular
tapar,tap,ar-regular
tapizar,tapiz,ar-regular
taponar,tapon,ar-regular
tarar,tar,ar-regular
tardar,tard,ar-regular
tasar,tas,ar-regular
techar,teC,ar-regular
teclear,tecle,ar-regular
tejar,tej,ar-regular
telefonear,telefone,ar-regular
televisar,telebis,ar-regular
temblar,tembl,ar-ie
templar,templ,ar-regular
temporizar,temporiz,ar-regular
tensar,tens,ar-regular
tensionar,tension,ar-regular
tentar,tent,ar-ie
terciar,terzi,ar-regular
tergiversar,terjibers,ar-regular
terminar,termin,ar-regular
testar,test,ar-regular
testificar,testific,ar-regular
testimoniar,testimoni,ar-regular
tildar,tild,ar-regular
timar,tim,ar-regular
timbrar,timbr,ar-regular
tintar,tint,ar-regular
tipificar,tipific,ar-regular
tirar,tir,ar-regular
tiritar,tirit,ar-regular
tirotear,tirote,ar-regular
titular,titul,ar-regular
tocar,toc,ar-regular
tolerar,toler,ar-regular
tomar,tom,ar-regular
tontear,tonte,ar-regular
topar,top,ar-regular
torear,tore,ar-regular
tornar,torn,ar-regular
tornear,torne,ar-regular
torpedear,torpede,ar-regular
torrar,toR,ar-regular
torturar,tortur,ar-regular
tostar,tost,ar-ue
totalizar,totaliz,ar-regular
trabajar,trabaj,ar-regular
trabar,trab,ar-regular
traficar,trafic,ar-regular
tragar,trag,ar-regular
traicionar,traizion,ar-regular
trajinar,trajin,ar-regular
tramar,tram,ar-regular
tramitar,tramit,ar-regular
trancar,tranc,ar-regular
tranquilizar,tranciliz,ar-regular
transar,trans,ar-regular
transfigurar,transfigur,ar-regular
transformar,transform,ar-regular
transitar,transit,ar-regular
transparentar,transparent,ar-regular
transpirar,transpir,ar-regular
transplantar,transplant,ar-regular
transportar,transport,ar-regular
traquear,trace,ar-regular
traquetear,tracete,ar-regular
trasegar,traseg,ar-ie
trasladar,traslad,ar-regular
trasnochar,trasnoC,ar-regular
traspasar,traspas,ar-regular
trasplantar,trasplant,ar-regular
trastear,traste,ar-regular
trastocar,trastoc,ar-regular
trastornar,trastorn,ar-regular
trasvasar,trasbas,ar-regular
tratar,trat,ar-regular
traumatizar,traumatiz,ar-regular
trazar,traz,ar-regular
trenzar,trenz,ar-regular
tributar,tribut,ar-regular
trillar,triL,ar-regular
trinar,trin,ar-regular
trincar,trinc,ar-regular
trinchar,trinC,ar-regular
triplicar,triplic,ar-regular
tripular,tripul,ar-regular
triturar,tritur,ar-regular
triunfar,triunf,ar-regular
trizar,triz,ar-regular
trocar,troc,ar-ue
trocear,troze,ar-regular
tronar,tron,ar-ue
tropezar,tropez,ar-ie
trotar,trot,ar-regular
trucar,truc,ar-regular
truncar,trunc,ar-regular
tumbar,tumb,ar-regular
tunar,tun,ar-regular
turbar,turb,ar-regular
turnar,turn,ar-regular
tutear,tute,ar-regular
ubicar,ubic,ar-regular
ultimar,ultim,ar-regular
ultrajar,ultraj,ar-regular
unificar,unific,ar-regular
uniformar,uniform,ar-regular
uniformizar,uniformiz,ar-regular
untar,unt,ar-regular
urbanizar,urbaniz,ar-regular
utilizar,utiliz,ar-regular
vacar,bac,ar-regular
vaciar,bazi,ar-regular
vacilar,bazil,ar-regular
vacunar,bacun,ar-regular
vagabundear,bagabunde,ar-regular
vagar,bag,ar-regular
validar,balid,ar-regular
valorar,balor,ar-regular
valorizar,baloriz,ar-regular
valuar,balu,ar-regular
varar,bar,ar-regular
variar,bari,ar-regular
vaticinar,batizin,ar-regular
vedar,bed,ar-regular
vegetar,bejet,ar-regular
vehicular,beicul,ar-regular
velar,bel,ar-regular
vendar,bend,ar-regular
vendimiar,bendimi,ar-regular
venerar,bener,ar-regular
vengar,beng,ar-regular
ventilar,bentil,ar-regular
veranear,berane,ar-regular
verificar,berific,ar-regular
versar,bers,ar-regular
vetar,bet,ar-regular
viajar,biaj,ar-regular
vibrar,bibr,ar-regular
viciar,bizi,ar-regular
vigilar,bijil,ar-regular
vigorizar,bigoriz,ar-regular
vincular,bincul,ar-regular
violar,biol,ar-regular
violentar,biolent,ar-regular
virar,bir,ar-regular
visar,bis,ar-regular
visitar,bisit,ar-regular
vislumbrar,bislumbr,ar-regular
visualizar,bisualiz,ar-regular
vitorear,bitore,ar-regular
vociferar,bozifer,ar-regular
volar,bol,ar-ue
volcar,bolc,ar-ue
volear,bole,ar-regular
voltear,bolte,ar-regular
vomitar,bomit,ar-regular
votar,bot,ar-regular
vulnerar,bulner,ar-regular
yermar,Lerm,ar-regular
zampar,zamp,ar-regular
zanjar,zanj,ar-regular
zapatear,zapate,ar-regular
zarpar,zarp,ar-regular
zozobrar,zozobr,ar-regular
abastecer,abastez,er-z-zc
aborrecer,aboRez,er-z-zc
abrir,abr,ir-ie
absolver,absolb,er-ue
absorber,absorb,er-regular
aburrir,abuR,ir-regular
acaecer,acaez,er-z-zc
acceder,aczed,er-regular
acoger,acoj,er-regular
acometer,acomet,er-regular
acontecer,acontez,er-z-zc
acudir,acud,ir-regular
adherir,ader,ir-ie
admitir,admit,ir-regular
adolecer,adolez,er-z-zc
adormecer,adormez,er-z-zc
adquirir,adcir,ir-ie
adscribir,adscrib,ir-db-t
aducir,aduz,ir-z-zc
advertir,adbert,ir-ie
afligir,aflij,ir-regular
afluir,aflu,ir-L
agradecer,agradez,er-z-zc
agredir,agred,ir-regular
aguerrir,ageR,ir-regular
aludir,alud,ir-regular
amanecer,amanez,er-z-zc
anochecer,anoCez,er-z-zc
anteceder,antezed,er-regular
anteponer,antepon,er-g
aparecer,aparez,er-z-zc
apercibir,aperzib,ir-regular
apetecer,apetez,er-z-zc
aplaudir,aplaud,ir-regular
aprehender,apreend,er-regular
aprender,aprend,er-regular
arder,ard,er-regular
arremeter,aRemet,er-regular
ascender,aszend,er-ie
asentir,asent,ir-ie
asistir,asist,ir-regular
asumir,asum,ir-regular
atardecer,atardez,er-z-zc
atender,atend,er-ie
atraer,atra,er-g
atribuir,atribu,ir-L
avenir,aben,ir-g
barrer,baR,er-regular
batir,bat,ir-regular
beber,beb,er-regular
blandir,bland,ir-regular
carcomer,carcom,er-regular
carecer,carez,er-z-zc
ceder,zed,er-regular
cerner,zern,er-ie
circunscribir,zircunscrib,ir-db-t
cocer,coz,er-ue
coexistir,coexist,ir-regular
coger,coj,er-regular
cohibir,coib,ir-regular
coincidir,coinzid,ir-regular
cojer,coj,er-regular
colorir,color,ir-regular
combatir,combat,ir-regular
comer,com,er-regular
cometer,comet,er-regular
compadecer,compadez,er-z-zc
comparecer,comparez,er-z-zc
compartir,compart,ir-regular
competer,compet,er-regular
competir,compet,ir-e-i
complacer,complaz,er-z-zc
componer,compon,er-g
comprender,comprend,er-regular
comprimir,comprim,ir-regular
comprometer,compromet,er-regular
concebir,conzeb,ir-e-i
conceder,conzed,er-regular
concernir,conzern,ir-ie
concluir,conclu,ir-L
concurrir,concuR,ir-regular
conducir,conduz,ir-z-zc
conferir,confer,ir-ie
confluir,conflu,ir-L
confundir,confund,ir-regular
conmover,conmob,er-ue
conocer,conoz,er-z-zc
conseguir,conseg,ir-e-i
consentir,consent,ir-ie
consistir,consist,ir-regular
constituir,constitu,ir-L
construir,constru,ir-L
consumir,consum,ir-regular
contender,contend,er-ie
contener,conten,er-g
contraer,contra,er-g
contraponer,contrapon,er-g
contravenir,contraben,ir-g
contribuir,contribu,ir-L
controvertir,controbert,ir-ie
convalecer,conbalez,er-z-zc
convencer,conbenz,er-regular
convenir,conben,ir-g
converger,conberj,er-regular
convertir,conbert,ir-ie
convivir,conbib,ir-regular
corregir,coRej,ir-e-i
correr,coR,er-regular
corresponder,coRespond,er-regular
corroer,coRo,er-regular
corromper,coRomp,er-regular
coser,cos,er-regular
crecer,crez,er-z-zc
creer,cre,er-regular
cubrir,cubr,ir-ie
cumplir,cumpl,ir-regular
cundir,cund,ir-regular
curtir,curt,ir-regular
deber,deb,er-regular
decaer,deca,er-g
decidir,dezid,ir-regular
decrecer,decrez,er-z-zc
deducir,deduz,ir-z-zc
defender,defend,er-ie
definir,defin,ir-regular
delinquir,delinc,ir-regular
demoler,demol,er-ue
departir,depart,ir-regular
depender,depend,er-regular
deponer,depon,er-g
deprimir,deprim,ir-regular
derretir,deRet,ir-e-i
derruir,deRu,ir-L
desaparecer,desaparez,er-z-zc
desatender,desatend,er-ie
descender,deszend,er-ie
descomponer,descompon,er-g
desconocer,desconoz,er-z-zc
descoser,descos,er-regular
describir,describ,ir-db-t
descubrir,descubr,ir-ie
desenvolver,desenbolb,er-ue
desistir,desist,ir-regular
deslucir,desluz,ir-z-zc
desmentir,desment,ir-ie
desmerecer,desmerez,er-z-zc
desobedecer,desobedez,er-z-zc
despedir,desped,ir-e-i
desposeer,despose,er-regular
desprender,desprend,er-regular
desproveer,desprobe,er-regular
destituir,destitu,ir-L
destruir,destru,ir-L
desvanecer,desbanez,er-z-zc
detener,deten,er-g
devenir,deben,ir-g
devolver,debolb,er-ue
diferir,difer,ir-ie
difundir,difund,ir-regular
digerir,dijer,ir-ie
diluir,dilu,ir-L
dimitir,dimit,ir-regular
dirigir,dirij,ir-regular
dirimir,dirim,ir-regular
discernir,diszern,ir-ie
discurrir,discuR,ir-regular
discutir,discut,ir-regular
disentir,disent,ir-ie
disminuir,disminu,ir-L
disolver,disolb,er-ue
disponer,dispon,er-g
distender,distend,er-ie
distinguir,disting,ir-regular
distraer,distra,er-g
distribuir,distribu,ir-L
disuadir,disuad,ir-regular
divertir,dibert,ir-ie
dividir,dibid,ir-regular
doler,dol,er-ue
dormir,dorm,ir-ue
ejercer,ejerz,er-regular
elegir,elej,ir-e-i
eludir,elud,ir-regular
embestir,embest,ir-e-i
embrutecer,embrutez,er-z-zc
embutir,embut,ir-regular
emerger,emerj,er-regular
emitir,emit,ir-regular
empobrecer,empobrez,er-z-zc
emprender,emprend,er-regular
enardecer,enardez,er-z-zc
encarecer,encarez,er-z-zc
encender,enzend,er-ie
encoger,encoj,er-regular
encubrir,encubr,ir-ie
endurecer,endurez,er-z-zc
enfurecer,enfurez,er-z-zc
enloquecer,enlocez,er-z-zc
enmudecer,enmudez,er-z-zc
ennegrecer,ennegrez,er-z-zc
enorgullecer,enorguLez,er-z-zc
enriquecer,enricez,er-z-zc
ensombrecer,ensombrez,er-z-zc
entender,entend,er-ie
enternecer,enternez,er-z-zc
entorpecer,entorpez,er-z-zc
entretener,entreten,er-g
entristecer,entristez,er-z-zc
entumecer,entumez,er-z-zc
envejecer,enbejez,er-z-zc
envolver,enbolb,er-ue
equivaler,ecibal,er-g
erigir,erij,ir-regular
escindir,eszind,ir-regular
esclarecer,esclarez,er-z-zc
escoger,escoj,er-regular
esconder,escond,er-regular
escribir,escrib,ir-db-t
esculpir,esculp,ir-regular
escupir,escup,ir-regular
escurrir,escuR,ir-regular
esgrimir,esgrim,ir-regular
esparcir,esparz,ir-regular
establecer,establez,er-z-zc
estremecer,estremez,er-z-zc
evadir,ebad,ir-regular
exceder,exzed,er-regular
excluir,exclu,ir-L
exhibir,exib,ir-regular
exigir,exij,ir-regular
eximir,exim,ir-regular
existir,exist,ir-regular
expandir,expand,ir-regular
expedir,exped,ir-e-i
expeler,expel,er-regular
expender,expend,er-regular
exponer,expon,er-g
exprimir,exprim,ir-regular
extender,extend,er-ie
extinguir,exting,ir-regular
extraer,extra,er-g
fallecer,faLez,er-z-zc
fallir,faL,ir-regular
favorecer,faborez,er-z-zc
fingir,finj,ir-regular
florecer,florez,er-z-zc
fluir,flu,ir-L
fortalecer,fortalez,er-z-zc
fruncir,frunz,ir-regular
fundir,fund,ir-regular
fungir,funj,ir-regular
hervir,erb,ir-ie
humedecer,umedez,er-z-zc
hundir,und,ir-regular
imbuir,imbu,ir-L
impartir,impart,ir-regular
impedir,imped,ir-e-i
imponer,impon,er-g
imprimir,imprim,ir-regular
incidir,inzid,ir-regular
incluir,inclu,ir-L
incumbir,incumb,ir-regular
incumplir,incumpl,ir-regular
incurrir,incuR,ir-regular
indisponer,indispon,er-g
inducir,induz,ir-z-zc
inferir,infer,ir-ie
infligir,inflij,ir-regular
influir,influ,ir-L
infringir,infrinj,ir-regular
infundir,infund,ir-regular
ingerir,injer,ir-ie
inhibir,inib,ir-regular
inquirir,incir,ir-ie
inscribir,inscrib,ir-db-t
insistir,insist,ir-regular
instituir,institu,ir-L
instruir,instru,ir-L
interceder,interzed,er-regular
interferir,interfer,ir-ie
interponer,interpon,er-g
interrumpir,inteRump,ir-regular
intervenir,interben,ir-g
introducir,introduz,ir-z-zc
intuir,intu,ir-L
invadir,inbad,ir-regular
invertir,inbert,ir-ie
investir,inbest,ir-e-i
irrumpir,iRump,ir-regular
joder,jod,er-regular
latir,lat,ir-regular
llover,Lob,er-ue
lucir,luz,ir-z-zc
maltraer,maltra,er-g
manir,man,ir-regular
mantener,manten,er-g
mecer,mez,er-regular
medir,med,ir-e-i
mentir,ment,ir-ie
merecer,merez,er-z-zc
meter,met,er-regular
moler,mol,er-ue
morder,mord,er-ue
morir,mor,ir-ue
mover,mob,er-ue
mullir,muL,ir-regular
nacer,naz,er-z-zc
nutrir,nutr,ir-regular
obedecer,obedez,er-z-zc
obstruir,obstru,ir-L
obtener,obten,er-g
ocurrir,ocuR,ir-regular
ofender,ofend,er-regular
ofrecer,ofrez,er-z-zc
omitir,omit,ir-regular
oponer,opon,er-g
oprimir,oprim,ir-regular
oscurecer,oscurez,er-z-zc
pacer,paz,er-z-zc
padecer,padez,er-z-zc
palidecer,palidez,er-z-zc
parecer,parez,er-z-zc
parir,par,ir-regular
partir,part,ir-regular
pedir,ped,ir-e-i
pender,pend,er-regular
percibir,perzib,ir-regular
perder,perd,er-ie
perecer,perez,er-z-zc
permanecer,permanez,er-z-zc
permitir,permit,ir-regular
perseguir,perseg,ir-e-i
persistir,persist,ir-regular
persuadir,persuad,ir-regular
pertenecer,pertenez,er-z-zc
pervertir,perbert,ir-ie
placer,plaz,er-z-zc
poder,pod,er-ue
poner,pon,er-g
poseer,pose,er-regular
posponer,pospon,er-g
precaver,precab,er-regular
